Sensor, acceleration x(*1000), acceleration y(*1000), acceleration z(*1000), gyro x, gyro y, gyro z, Hour ,Initial Date: ,08/03/2022 14:10:48.369932 GMT,29940
acc002, 146.24, 73.24, 1057.13, -2.81, -3.85, 0.06,110533,,,
acc002, 149.17, 73.49, 1054.20, -2.20, -3.97, -0.06,110547,,,
acc002, 149.41, 71.78, 1052.25, -1.65, -3.85, -0.18,110561,,,
acc002, 152.34, 72.27, 1052.49, -0.98, -3.78, -0.24,110575,,,
acc002, 152.34, 72.75, 1051.51, -0.24, -3.48, -0.31,110589,,,
acc002, 152.34, 74.22, 1050.78, 0.37, -3.05, -0.49,110605,,,
acc002, 153.08, 73.97, 1052.98, 1.10, -2.50, -0.49,110619,,,
acc002, 152.83, 71.04, 1052.00, 1.59, -2.14, -0.55,110633,,,
acc002, 154.30, 71.78, 1052.98, 2.14, -1.59, -0.79,110648,,,
acc002, 155.52, 73.00, 1052.00, 2.75, -0.85, -0.92,110662,,,
acc002, 155.27, 71.53, 1056.88, 3.17, -0.18, -0.79,110676,,,
acc002, 154.54, 75.68, 1055.42, 3.72, 0.55, -1.04,110690,,,
acc002, 155.03, 74.22, 1056.64, 4.03, 1.40, -1.04,110705,,,
acc002, 155.52, 77.39, 1060.06, 4.27, 2.08, -1.16,110721,,,
acc002, 157.23, 77.39, 1060.55, 4.46, 2.69, -1.22,110735,,,
acc002, 154.79, 80.32, 1056.15, 4.58, 3.36, -1.28,110753,,,
acc002, 152.59, 77.15, 1059.08, 4.39, 3.85, -1.28,110767,,,
acc002, 153.81, 78.37, 1064.45, 4.21, 4.27, -1.34,110781,,,
acc002, 152.83, 82.03, 1066.16, 4.09, 4.64, -1.22,110795,,,
acc002, 149.17, 80.81, 1064.70, 3.78, 4.76, -1.34,110809,,,
acc002, 149.90, 83.25, 1067.87, 3.48, 4.70, -1.22,110823,,,
acc002, 149.41, 83.25, 1073.24, 3.05, 4.64, -1.04,110837,,,
acc002, 145.26, 84.23, 1068.85, 2.56, 4.39, -1.10,110853,,,
acc002, 149.41, 82.52, 1073.24, 1.89, 4.03, -0.98,110867,,,
acc002, 145.75, 83.50, 1070.80, 1.34, 3.48, -0.92,110881,,,
acc002, 144.53, 82.76, 1073.24, 0.67, 2.93, -0.85,110895,,,
acc002, 145.02, 85.45, 1071.78, 0.06, 2.20, -0.61,110910,,,
acc002, 143.07, 84.47, 1073.73, -0.61, 1.46, -0.61,110924,,,
acc002, 142.33, 83.25, 1072.75, -1.04, 0.73, -0.43,110938,,,
acc002, 142.33, 82.28, 1073.00, -1.53, -0.24, -0.37,110952,,,
acc002, 144.29, 83.25, 1076.17, -2.26, -1.34, -0.24,110969,,,
acc002, 144.29, 82.52, 1076.42, -2.62, -2.08, -0.12,110983,,,
acc002, 142.82, 83.98, 1073.73, -3.05, -2.93, 0.00,110997,,,
acc002, 145.51, 80.81, 1069.09, -3.54, -3.85, 0.12,111015,,,
acc002, 145.26, 80.08, 1068.12, -3.85, -4.46, 0.12,111029,,,
acc002, 147.46, 78.37, 1066.41, -3.97, -5.00, 0.18,111043,,,
acc002, 145.75, 80.32, 1068.60, -4.09, -5.37, 0.24,111057,,,
acc002, 149.17, 78.86, 1063.96, -4.21, -5.55, 0.24,111071,,,
acc002, 151.61, 76.66, 1063.23, -4.09, -5.55, 0.24,111087,,,
acc002, 150.39, 77.64, 1060.06, -4.09, -5.62, 0.18,111101,,,
acc002, 153.08, 78.37, 1059.57, -3.78, -5.31, 0.18,111115,,,
acc002, 154.05, 75.44, 1057.37, -3.54, -4.94, 0.12,111129,,,
acc002, 156.01, 75.68, 1056.64, -3.30, -4.27, 0.06,111143,,,
acc002, 153.81, 73.97, 1054.93, -2.81, -3.85, 0.06,111158,,,
acc002, 155.76, 74.71, 1055.66, -2.38, -2.99, -0.12,111172,,,
acc002, 157.47, 73.97, 1054.20, -1.83, -2.01, -0.18,111186,,,
acc002, 155.52, 73.24, 1050.78, -1.34, -1.10, -0.37,111200,,,
acc002, 156.98, 73.73, 1052.25, -0.73, -0.12, -0.43,111217,,,
acc002, 156.49, 72.27, 1049.07, -0.06, 0.92, -0.55,111231,,,
acc002, 156.49, 72.75, 1052.49, 0.55, 1.89, -0.79,111245,,,
acc002, 159.42, 72.02, 1051.27, 1.10, 2.81, -0.92,111260,,,
acc002, 155.03, 73.49, 1051.76, 1.59, 3.60, -0.98,111277,,,
acc002, 155.52, 73.24, 1053.47, 2.08, 4.46, -1.04,111291,,,
acc002, 153.81, 75.68, 1058.35, 2.56, 5.13, -1.16,111305,,,
acc002, 153.32, 73.97, 1055.42, 2.99, 5.68, -1.22,111319,,,
acc002, 150.88, 77.15, 1054.93, 3.23, 6.04, -1.22,111335,,,
acc002, 150.88, 77.39, 1058.35, 3.54, 6.16, -1.34,111349,,,
acc002, 146.97, 77.15, 1058.59, 3.72, 6.35, -1.40,111363,,,
acc002, 146.48, 77.64, 1062.01, 3.78, 6.16, -1.34,111377,,,
acc002, 148.19, 80.81, 1061.04, 3.78, 6.04, -1.40,111391,,,
acc002, 146.48, 79.35, 1063.72, 3.78, 5.68, -1.28,111405,,,
acc002, 143.80, 81.79, 1066.65, 3.48, 5.07, -1.22,111419,,,
acc002, 143.80, 79.10, 1064.21, 3.23, 4.39, -1.16,111434,,,
acc002, 142.58, 82.03, 1064.45, 2.87, 3.72, -0.98,111448,,,
acc002, 143.55, 82.52, 1067.87, 2.50, 2.81, -1.10,111464,,,
acc002, 140.38, 83.98, 1065.92, 2.01, 1.95, -0.98,111478,,,
acc002, 144.04, 84.72, 1069.82, 1.59, 1.34, -0.92,111493,,,
acc002, 140.38, 85.45, 1069.09, 1.10, 0.31, -0.73,111507,,,
acc002, 144.78, 84.47, 1068.36, 0.24, -0.98, -0.67,111523,,,
acc002, 142.33, 83.74, 1070.07, -0.12, -1.59, -0.55,111537,,,
acc002, 142.09, 81.54, 1071.29, -0.79, -2.44, -0.31,111551,,,
acc002, 144.29, 83.50, 1064.70, -1.40, -3.42, -0.24,111565,,,
acc002, 143.55, 80.57, 1065.19, -1.89, -4.09, -0.18,111581,,,
acc002, 145.26, 83.74, 1066.89, -2.50, -4.70, -0.06,111595,,,
acc002, 145.75, 83.25, 1064.70, -2.99, -5.13, 0.06,111609,,,
acc002, 147.22, 81.54, 1063.96, -3.36, -5.55, 0.06,111623,,,
acc002, 148.19, 82.28, 1063.72, -3.48, -5.68, 0.06,111637,,,
acc002, 149.90, 81.05, 1067.14, -3.72, -5.86, 0.12,111652,,,
acc002, 150.15, 79.10, 1061.77, -3.91, -5.68, 0.18,111666,,,
acc002, 151.86, 78.86, 1061.52, -3.97, -5.55, 0.12,111680,,,
acc002, 153.32, 77.15, 1059.08, -4.03, -5.25, 0.31,111694,,,
acc002, 151.37, 75.44, 1057.37, -3.91, -4.82, 0.06,111710,,,
acc002, 153.32, 75.68, 1055.66, -3.54, -4.33, 0.00,111725,,,
acc002, 156.98, 75.44, 1055.66, -3.23, -3.72, 0.00,111739,,,
acc002, 156.01, 74.46, 1054.69, -2.87, -2.99, -0.18,111753,,,
acc002, 156.25, 73.00, 1057.37, -2.50, -2.32, -0.24,111768,,,
acc002, 155.76, 73.24, 1054.44, -2.20, -1.65, -0.37,111782,,,
acc002, 154.79, 73.24, 1056.15, -1.40, -0.67, -0.31,111799,,,
acc002, 158.45, 73.49, 1056.15, -0.92, 0.18, -0.49,111813,,,
acc002, 155.03, 73.00, 1054.69, -0.43, 1.04, -0.55,111829,,,
acc002, 154.79, 73.73, 1054.93, 0.06, 1.71, -0.61,111843,,,
acc002, 154.30, 73.73, 1055.91, 0.49, 2.26, -0.79,111857,,,
acc002, 154.30, 73.49, 1059.33, 1.04, 2.93, -0.92,111871,,,
acc002, 154.54, 72.27, 1060.30, 1.46, 3.54, -1.04,111885,,,
acc002, 154.54, 75.68, 1060.06, 1.95, 4.09, -1.04,111899,,,
acc002, 152.34, 74.71, 1058.84, 2.26, 4.52, -1.10,111913,,,
acc002, 152.34, 75.44, 1061.04, 2.56, 4.88, -1.16,111928,,,
acc002, 149.41, 77.88, 1061.04, 2.93, 5.13, -1.22,111944,,,
acc002, 151.86, 78.12, 1061.77, 2.99, 5.31, -1.28,111958,,,
acc002, 148.93, 76.90, 1063.23, 3.17, 5.31, -1.34,111972,,,
acc002, 147.22, 78.86, 1062.74, 3.23, 5.07, -1.22,111987,,,
acc002, 147.22, 79.35, 1071.29, 3.17, 5.00, -1.28,112001,,,
acc002, 146.24, 80.32, 1065.67, 3.05, 4.70, -1.10,112015,,,
acc002, 146.73, 80.08, 1066.41, 2.93, 4.21, -1.22,112029,,,
acc002, 145.75, 81.05, 1067.14, 2.81, 3.78, -1.16,112044,,,
acc002, 143.55, 81.79, 1068.60, 2.62, 3.17, -1.04,112061,,,
acc002, 145.26, 83.25, 1068.12, 2.14, 2.26, -0.92,112077,,,
acc002, 144.29, 82.28, 1068.12, 1.89, 1.77, -0.98,112091,,,
acc002, 143.80, 80.81, 1066.16, 1.59, 1.10, -0.92,112105,,,
acc002, 144.29, 83.74, 1066.89, 1.16, 0.37, -0.73,112119,,,
acc002, 143.80, 83.01, 1069.58, 0.73, -0.43, -0.67,112133,,,
acc002, 143.80, 82.76, 1072.51, 0.49, -1.22, -0.61,112147,,,
acc002, 145.51, 82.28, 1068.60, 0.06, -1.71, -0.67,112161,,,
acc002, 145.51, 83.74, 1072.27, -0.37, -2.38, -0.37,112175,,,
acc002, 145.26, 83.01, 1071.04, -0.79, -2.93, -0.31,112192,,,
acc002, 146.48, 80.81, 1067.14, -1.16, -3.42, -0.31,112206,,,
acc002, 147.46, 81.30, 1065.92, -1.53, -3.91, -0.24,112220,,,
acc002, 148.93, 80.57, 1067.38, -1.77, -4.15, -0.18,112234,,,
acc002, 148.44, 80.32, 1064.45, -2.14, -4.46, -0.12,112248,,,
acc002, 150.15, 82.52, 1062.74, -2.44, -4.52, -0.12,112263,,,
acc002, 151.86, 78.61, 1058.59, -2.62, -4.52, -0.12,112277,,,
acc002, 151.86, 80.08, 1062.74, -2.75, -4.39, 0.00,112291,,,
acc002, 150.15, 78.12, 1058.11, -2.81, -4.27, -0.12,112306,,,
acc002, 155.03, 78.37, 1059.08, -2.99, -3.78, -0.12,112325,,,
acc002, 154.30, 77.64, 1054.44, -2.99, -3.36, -0.12,112339,,,
acc002, 154.30, 76.66, 1055.91, -2.87, -2.81, -0.06,112353,,,
acc002, 153.56, 73.73, 1055.18, -2.93, -2.26, -0.12,112367,,,
acc002, 154.30, 77.64, 1055.18, -2.69, -1.83, -0.24,112381,,,
acc002, 156.01, 77.15, 1055.66, -2.62, -1.04, -0.18,112395,,,
acc002, 154.05, 75.20, 1053.71, -2.44, -0.49, -0.37,112409,,,
acc002, 156.25, 75.93, 1053.71, -2.20, 0.24, -0.43,112423,,,
acc002, 155.27, 74.95, 1056.88, -1.95, 0.92, -0.43,112439,,,
acc002, 154.79, 75.93, 1052.00, -1.59, 1.53, -0.55,112454,,,
acc002, 153.81, 75.20, 1052.98, -1.28, 2.32, -0.61,112468,,,
acc002, 153.32, 74.46, 1056.15, -0.92, 2.87, -0.67,112482,,,
acc002, 151.86, 77.15, 1055.42, -0.61, 3.23, -0.67,112496,,,
acc002, 152.83, 74.95, 1056.15, -0.24, 3.60, -0.79,112510,,,
acc002, 152.59, 77.15, 1057.13, 0.12, 4.03, -0.79,112525,,,
acc002, 151.37, 76.66, 1054.69, 0.43, 4.33, -0.92,112539,,,
acc002, 150.88, 73.49, 1057.13, 0.73, 4.39, -0.92,112555,,,
acc002, 149.17, 76.90, 1059.08, 1.16, 4.58, -0.98,112573,,,
acc002, 148.19, 75.44, 1063.23, 1.40, 4.46, -1.04,112587,,,
acc002, 146.73, 78.37, 1063.96, 1.53, 4.27, -0.98,112601,,,
acc002, 148.44, 75.68, 1060.06, 1.83, 4.09, -0.98,112615,,,
acc002, 146.00, 74.71, 1064.70, 1.95, 3.72, -1.10,112629,,,
acc002, 144.78, 79.10, 1064.70, 2.20, 3.30, -1.04,112643,,,
acc002, 146.48, 79.10, 1065.92, 2.32, 2.81, -0.98,112657,,,
acc002, 145.75, 79.10, 1067.63, 2.26, 2.44, -0.98,112671,,,
acc002, 145.26, 79.35, 1065.67, 2.20, 1.65, -0.92,112687,,,
acc002, 145.26, 77.15, 1067.63, 2.32, 1.22, -0.92,112701,,,
acc002, 142.82, 80.32, 1069.09, 2.20, 0.49, -0.98,112715,,,
acc002, 145.26, 80.57, 1069.34, 2.01, -0.24, -0.92,112729,,,
acc002, 146.48, 81.05, 1070.31, 2.01, -0.92, -0.85,112744,,,
acc002, 147.22, 77.64, 1069.82, 1.77, -1.40, -0.79,112758,,,
acc002, 146.24, 79.35, 1067.63, 1.71, -2.08, -0.73,112772,,,
acc002, 146.00, 81.05, 1064.21, 1.53, -2.56, -0.73,112786,,,
acc002, 145.75, 79.59, 1066.89, 1.34, -3.11, -0.67,112803,,,
acc002, 147.95, 79.83, 1069.09, 1.10, -3.48, -0.61,112817,,,
acc002, 149.66, 80.08, 1065.19, 0.79, -3.78, -0.61,112835,,,
acc002, 150.15, 81.05, 1064.70, 0.67, -3.91, -0.55,112848,,,
acc002, 149.66, 79.83, 1062.01, 0.43, -4.03, -0.49,112862,,,
acc002, 151.37, 80.81, 1064.94, 0.31, -3.91, -0.43,112876,,,
acc002, 152.34, 78.86, 1066.89, 0.06, -3.91, -0.49,112890,,,
acc002, 151.86, 79.10, 1063.72, -0.24, -3.72, -0.49,112904,,,
acc002, 152.10, 79.83, 1062.26, -0.37, -3.48, -0.49,112918,,,
acc002, 153.08, 81.30, 1061.04, -0.67, -3.17, -0.43,112935,,,
acc002, 154.54, 80.08, 1059.08, -0.98, -2.69, -0.43,112949,,,
acc002, 154.30, 81.05, 1060.55, -1.10, -2.20, -0.49,112963,,,
acc002, 152.83, 81.05, 1062.99, -1.40, -1.59, -0.37,112977,,,
acc002, 154.54, 80.81, 1061.77, -1.59, -1.22, -0.43,112991,,,
acc002, 155.27, 79.59, 1062.50, -1.77, -0.73, -0.49,113005,,,
acc002, 154.30, 78.37, 1058.84, -2.14, -0.12, -0.37,113020,,,
acc002, 152.34, 80.08, 1057.62, -2.26, 0.49, -0.37,113034,,,
acc002, 156.01, 80.57, 1062.50, -2.44, 0.92, -0.43,113050,,,
acc002, 153.32, 78.12, 1060.79, -2.56, 1.46, -0.43,113065,,,
acc002, 153.56, 79.83, 1061.04, -2.75, 1.89, -0.31,113079,,,
acc002, 151.37, 79.83, 1064.70, -2.75, 2.44, -0.43,113096,,,
acc002, 151.12, 79.83, 1063.72, -2.75, 2.56, -0.43,113110,,,
acc002, 149.90, 77.15, 1064.45, -2.75, 2.75, -0.43,113124,,,
acc002, 147.46, 75.44, 1062.99, -2.56, 2.81, -0.43,113138,,,
acc002, 151.37, 76.90, 1065.67, -2.32, 2.93, -0.61,113152,,,
acc002, 149.90, 75.20, 1063.48, -2.14, 2.81, -0.55,113168,,,
acc002, 147.95, 75.20, 1062.99, -1.71, 2.62, -0.61,113182,,,
acc002, 147.71, 75.93, 1062.01, -1.40, 2.44, -0.67,113196,,,
acc002, 149.41, 73.49, 1062.50, -0.98, 2.32, -0.73,113211,,,
acc002, 147.71, 73.73, 1059.57, -0.61, 2.01, -0.67,113225,,,
acc002, 146.73, 72.75, 1062.74, -0.12, 1.59, -0.79,113239,,,
acc002, 145.02, 74.95, 1060.30, 0.55, 1.22, -0.85,113253,,,
acc002, 145.51, 74.95, 1062.50, 1.10, 0.67, -0.85,113267,,,
acc002, 146.73, 75.20, 1060.55, 1.65, 0.31, -0.85,113282,,,
acc002, 146.48, 72.75, 1062.26, 2.14, -0.06, -0.92,113298,,,
acc002, 147.95, 74.95, 1059.81, 2.56, -0.49, -0.98,113312,,,
acc002, 147.71, 73.73, 1060.55, 3.05, -0.85, -1.04,113327,,,
acc002, 147.22, 76.90, 1061.52, 3.36, -1.28, -1.04,113341,,,
acc002, 147.22, 76.66, 1060.30, 3.66, -1.59, -1.10,113358,,,
acc002, 146.73, 78.61, 1061.77, 3.78, -1.71, -1.04,113372,,,
acc002, 146.97, 78.61, 1059.33, 3.78, -1.89, -1.16,113386,,,
acc002, 148.68, 77.88, 1061.28, 3.66, -2.08, -1.10,113400,,,
acc002, 149.66, 78.61, 1054.93, 3.42, -2.08, -1.04,113416,,,
acc002, 151.12, 80.08, 1056.88, 3.23, -2.14, -0.98,113430,,,
acc002, 151.37, 81.05, 1061.04, 2.81, -1.95, -0.92,113444,,,
acc002, 152.34, 81.30, 1060.06, 2.32, -1.83, -0.92,113458,,,
acc002, 151.86, 83.74, 1063.72, 1.65, -1.65, -0.92,113472,,,
acc002, 150.88, 84.47, 1062.99, 0.98, -1.22, -0.79,113487,,,
acc002, 152.10, 83.01, 1061.28, 0.24, -0.92, -0.61,113501,,,
acc002, 152.34, 85.69, 1060.79, -0.43, -0.61, -0.61,113515,,,
acc002, 153.81, 86.18, 1062.01, -1.10, -0.24, -0.49,113529,,,
acc002, 153.08, 83.98, 1060.55, -2.20, 0.24, -0.49,113545,,,
acc002, 153.32, 83.74, 1060.06, -2.62, 0.67, -0.43,113560,,,
acc002, 155.27, 83.74, 1062.99, -3.42, 1.04, -0.37,113574,,,
acc002, 153.56, 81.79, 1061.04, -4.03, 1.53, -0.37,113588,,,
acc002, 153.56, 83.74, 1062.50, -4.58, 1.89, -0.06,113603,,,
acc002, 153.32, 80.57, 1065.19, -5.07, 2.44, -0.18,113620,,,
acc002, 153.08, 82.76, 1064.94, -5.25, 2.62, -0.24,113634,,,
acc002, 152.59, 78.12, 1060.79, -5.43, 2.87, -0.31,113648,,,
acc002, 151.37, 78.61, 1065.43, -5.31, 3.17, -0.18,113664,,,
acc002, 150.15, 74.95, 1062.99, -5.19, 3.30, -0.18,113678,,,
acc002, 149.90, 75.20, 1063.96, -4.82, 3.17, -0.18,113692,,,
acc002, 151.37, 74.22, 1063.48, -4.46, 3.30, -0.24,113706,,,
acc002, 148.93, 73.00, 1062.50, -3.78, 3.17, -0.49,113720,,,
acc002, 148.93, 72.51, 1064.21, -3.30, 2.99, -0.43,113734,,,
acc002, 146.00, 74.46, 1061.52, -2.50, 2.69, -0.49,113749,,,
acc002, 146.97, 71.53, 1060.30, -1.71, 2.38, -0.55,113763,,,
acc002, 144.53, 71.04, 1064.70, -0.85, 1.95, -0.61,113779,,,
acc002, 145.02, 71.04, 1066.89, 0.06, 1.53, -0.85,113793,,,
acc002, 143.07, 72.75, 1062.50, 0.98, 0.92, -0.92,113808,,,
acc002, 145.02, 70.80, 1061.28, 1.83, 0.49, -0.92,113822,,,
acc002, 143.80, 70.56, 1060.55, 2.62, 0.00, -1.04,113836,,,
acc002, 145.02, 73.97, 1061.28, 3.42, -0.73, -1.22,113851,,,
acc002, 144.04, 74.95, 1063.72, 4.03, -1.28, -1.22,113865,,,
acc002, 144.29, 76.17, 1062.26, 4.52, -1.77, -1.16,113882,,,
acc002, 146.48, 76.66, 1062.50, 4.88, -2.32, -1.22,113896,,,
acc002, 145.75, 77.15, 1060.79, 5.25, -2.62, -1.22,113912,,,
acc002, 146.48, 78.61, 1064.70, 5.43, -2.99, -1.22,113926,,,
acc002, 146.24, 79.35, 1062.50, 5.31, -3.36, -1.28,113940,,,
acc002, 147.71, 78.86, 1060.30, 5.25, -3.54, -1.22,113954,,,
acc002, 147.71, 81.05, 1061.28, 5.07, -3.60, -1.22,113968,,,
acc002, 149.17, 81.79, 1061.77, 4.76, -3.60, -1.16,113982,,,
acc002, 150.39, 83.25, 1065.19, 4.27, -3.85, -1.04,113996,,,
acc002, 150.88, 84.23, 1061.28, 3.72, -3.54, -1.10,114011,,,
acc002, 152.34, 83.01, 1060.06, 3.11, -3.30, -1.04,114027,,,
acc002, 151.61, 84.47, 1060.06, 2.38, -2.87, -0.85,114041,,,
acc002, 153.81, 82.76, 1061.52, 1.65, -2.50, -0.79,114055,,,
acc002, 154.79, 84.96, 1063.23, 0.92, -2.01, -0.73,114070,,,
acc002, 153.81, 84.23, 1059.57, 0.06, -1.59, -0.67,114085,,,
acc002, 156.25, 83.25, 1057.62, -0.37, -1.16, -0.61,114099,,,
acc002, 154.30, 83.98, 1059.81, -1.04, -0.55, -0.61,114113,,,
acc002, 153.08, 84.23, 1057.86, -1.77, 0.18, -0.49,114127,,,
acc002, 153.08, 85.69, 1061.77, -2.50, 0.92, -0.55,114145,,,
acc002, 151.61, 83.50, 1058.35, -3.11, 1.53, -0.49,114161,,,
acc002, 155.03, 80.08, 1061.04, -3.54, 2.01, -0.49,114175,,,
acc002, 156.01, 79.35, 1062.50, -3.72, 2.38, -0.31,114189,,,
acc002, 153.08, 80.32, 1061.77, -4.03, 2.81, -0.43,114203,,,
acc002, 153.81, 79.35, 1062.01, -4.15, 3.11, -0.37,114217,,,
acc002, 152.59, 77.88, 1063.23, -4.33, 3.42, -0.31,114231,,,
acc002, 148.44, 77.15, 1064.45, -4.39, 3.60, -0.43,114245,,,
acc002, 150.88, 78.37, 1064.70, -4.33, 3.60, -0.43,114259,,,
acc002, 149.17, 78.12, 1065.19, -4.21, 3.42, -0.37,114275,,,
acc002, 146.00, 76.17, 1065.67, -4.03, 3.36, -0.49,114289,,,
acc002, 146.48, 75.20, 1063.96, -3.72, 3.17, -0.55,114303,,,
acc002, 148.68, 76.42, 1064.45, -3.54, 2.56, -0.49,114317,,,
acc002, 145.51, 75.68, 1063.96, -3.17, 2.20, -0.49,114332,,,
acc002, 145.75, 74.71, 1065.92, -2.81, 1.65, -0.67,114346,,,
acc002, 145.51, 76.66, 1063.96, -2.44, 1.04, -0.49,114360,,,
acc002, 142.58, 73.97, 1065.92, -2.01, 0.37, -0.55,114375,,,
acc002, 142.58, 76.66, 1062.99, -1.53, -0.24, -0.67,114394,,,
acc002, 145.02, 75.93, 1061.28, -1.22, -0.92, -0.67,114408,,,
acc002, 144.29, 73.73, 1062.26, -0.79, -1.59, -0.61,114422,,,
acc002, 145.02, 76.42, 1062.74, -0.37, -2.14, -0.67,114436,,,
acc002, 146.00, 76.42, 1062.50, 0.18, -2.62, -0.67,114450,,,
acc002, 146.24, 75.93, 1060.30, 0.49, -3.05, -0.73,114464,,,
acc002, 146.24, 75.20, 1056.15, 0.73, -3.42, -0.67,114478,,,
acc002, 146.24, 74.71, 1058.84, 1.16, -3.66, -0.73,114492,,,
acc002, 148.44, 76.42, 1055.91, 1.71, -3.78, -0.79,114506,,,
acc002, 149.17, 76.17, 1054.20, 1.95, -3.78, -0.85,114522,,,
acc002, 149.90, 75.68, 1054.93, 2.26, -3.72, -0.79,114536,,,
acc002, 153.56, 75.20, 1054.93, 2.56, -3.48, -0.98,114550,,,
acc002, 151.12, 76.17, 1054.20, 2.87, -3.23, -0.92,114564,,,
acc002, 153.81, 75.44, 1053.22, 2.99, -2.93, -0.85,114579,,,
acc002, 153.56, 77.15, 1054.93, 3.05, -2.38, -1.10,114593,,,
acc002, 154.30, 75.93, 1056.64, 3.30, -1.71, -1.10,114607,,,
acc002, 156.49, 76.17, 1057.13, 3.42, -1.10, -1.16,114621,,,
acc002, 156.25, 79.10, 1058.35, 3.48, -0.43, -1.22,114638,,,
acc002, 155.03, 77.64, 1059.57, 3.42, 0.73, -1.22,114655,,,
acc002, 156.49, 78.61, 1056.64, 3.30, 1.46, -1.28,114669,,,
acc002, 156.49, 76.66, 1059.08, 3.23, 2.08, -1.34,114683,,,
acc002, 155.27, 80.57, 1059.57, 3.05, 2.87, -1.40,114697,,,
acc002, 155.76, 81.79, 1061.52, 2.87, 3.48, -1.34,114711,,,
acc002, 152.59, 79.10, 1067.38, 2.50, 4.21, -1.34,114725,,,
acc002, 154.54, 80.32, 1063.96, 2.26, 4.58, -1.22,114739,,,
acc002, 153.32, 81.30, 1067.87, 1.95, 4.88, -1.28,114753,,,
acc002, 150.39, 82.76, 1068.85, 1.28, 5.31, -1.34,114769,,,
acc002, 150.88, 83.74, 1071.04, 1.10, 5.49, -1.28,114783,,,
acc002, 149.90, 83.50, 1066.65, 0.43, 5.49, -1.16,114797,,,
acc002, 148.44, 82.03, 1070.31, 0.00, 5.31, -1.16,114811,,,
acc002, 146.97, 84.23, 1074.46, -0.49, 5.13, -0.98,114826,,,
acc002, 149.17, 83.98, 1073.24, -1.16, 4.70, -0.92,114840,,,
acc002, 147.46, 84.96, 1070.31, -1.65, 4.27, -0.92,114854,,,
acc002, 145.75, 85.21, 1073.97, -1.95, 3.97, -0.79,114868,,,
acc002, 143.55, 82.28, 1070.56, -2.56, 2.99, -0.67,114885,,,
acc002, 142.58, 81.30, 1071.78, -2.99, 2.26, -0.55,114899,,,
acc002, 140.87, 81.30, 1071.78, -3.36, 1.22, -0.49,114916,,,
acc002, 144.29, 83.50, 1072.51, -3.66, 0.43, -0.49,114930,,,
acc002, 143.31, 81.54, 1067.87, -3.85, -0.55, -0.24,114944,,,
acc002, 142.58, 80.32, 1066.41, -3.97, -1.10, -0.24,114958,,,
acc002, 141.36, 80.08, 1069.82, -3.97, -2.08, -0.18,114972,,,
acc002, 143.80, 78.12, 1063.23, -4.03, -2.81, -0.24,114986,,,
acc002, 143.80, 76.90, 1061.28, -3.85, -3.66, -0.24,115002,,,
acc002, 143.80, 76.90, 1061.28, -3.72, -4.39, -0.12,115016,,,
acc002, 146.00, 76.17, 1061.52, -3.36, -5.07, -0.12,115030,,,
acc002, 143.07, 75.20, 1056.64, -3.05, -5.68, -0.24,115044,,,
acc002, 146.73, 73.00, 1057.37, -2.69, -6.04, -0.12,115059,,,
acc002, 145.75, 72.02, 1054.69, -2.32, -6.29, -0.31,115073,,,
acc002, 148.19, 74.46, 1054.69, -1.89, -6.47, -0.24,115087,,,
acc002, 151.86, 73.97, 1055.91, -1.34, -6.53, -0.37,115101,,,
acc002, 148.44, 74.95, 1052.49, -0.67, -6.47, -0.43,115115,,,
acc002, 150.63, 72.75, 1055.18, -0.24, -6.16, -0.49,115132,,,
acc002, 154.79, 73.00, 1046.88, 0.31, -5.80, -0.55,115146,,,
acc002, 152.34, 73.73, 1051.51, 0.79, -5.37, -0.67,115160,,,
acc002, 154.30, 74.22, 1050.05, 1.28, -4.58, -0.73,115178,,,
acc002, 155.03, 74.22, 1050.54, 1.77, -3.85, -0.85,115192,,,
acc002, 156.25, 73.49, 1050.54, 2.26, -2.87, -0.92,115205,,,
acc002, 157.71, 75.44, 1052.25, 2.44, -1.83, -1.04,115219,,,
acc002, 157.96, 74.95, 1051.51, 2.69, -0.73, -1.16,115233,,,
acc002, 158.20, 77.39, 1052.25, 2.93, 0.37, -1.22,115249,,,
acc002, 158.20, 78.37, 1055.91, 2.93, 1.65, -1.28,115264,,,
acc002, 159.18, 78.37, 1054.20, 2.93, 2.44, -1.40,115278,,,
acc002, 157.71, 80.32, 1052.73, 2.87, 3.66, -1.34,115292,,,
acc002, 157.71, 80.08, 1058.11, 2.75, 4.76, -1.46,115306,,,
acc002, 155.76, 80.08, 1059.33, 2.50, 5.80, -1.53,115320,,,
acc002, 156.01, 80.32, 1060.06, 2.20, 6.71, -1.46,115334,,,
acc002, 155.27, 81.54, 1061.77, 1.89, 7.51, -1.53,115348,,,
acc002, 151.86, 82.76, 1065.43, 1.65, 7.87, -1.59,115363,,,
acc002, 152.10, 81.79, 1065.67, 1.28, 8.54, -1.40,115379,,,
acc002, 151.37, 83.25, 1066.41, 0.79, 8.79, -1.40,115393,,,
acc002, 150.15, 82.03, 1064.94, 0.55, 8.85, -1.40,115407,,,
acc002, 148.19, 81.30, 1071.78, 0.06, 8.54, -1.22,115424,,,
acc002, 145.75, 81.54, 1069.82, -0.18, 8.24, -1.22,115437,,,
acc002, 143.80, 81.54, 1070.56, -0.61, 7.81, -1.22,115451,,,
